1	1	MN996528	64	28254	MN996528:64-65^28253-28254(+)	0	+	64	28254	0,0,0	2	1,1,	0,28189,	5163	990248
1	2	MN996528	61	28250	MN996528:61-62^28249-28250(+)	0	+	61	28250	0,0,0	2	1,1,	0,28188,	427	1253
1	3	MN996528	63	28253	MN996528:63-64^28252-28253(+)	0	+	63	28253	0,0,0	2	1,1,	0,28189,	299	782
1	4	MN996528	67	28258	MN996528:67-68^28257-28258(+)	0	+	67	28258	0,0,0	2	1,1,	0,28190,	244	546
1	5	MN996528	61	28251	MN996528:61-62^28250-28251(+)	0	+	61	28251	0,0,0	2	1,1,	0,28189,	177	348
1	6	MN996528	62	28254	MN996528:62-63^28253-28254(+)	0	+	62	28254	0,0,0	2	1,1,	0,28191,	98	138
1	7	MN996528	60	28249	MN996528:60-61^28248-28249(+)	0	+	60	28249	0,0,0	2	1,1,	0,28188,	31	39
1	8	MN996528	63	28254	MN996528:63-64^28253-28254(+)	0	+	63	28254	0,0,0	2	1,1,	0,28190,	29	36
1	9	MN996528	68	28257	MN996528:68-69^28256-28257(+)	0	+	68	28257	0,0,0	2	1,1,	0,28188,	22	29
1	10	MN996528	67	28259	MN996528:67-68^28258-28259(+)	0	+	67	28259	0,0,0	2	1,1,	0,28191,	14	14
1	11	MN996528	59	28249	MN996528:59-60^28248-28249(+)	0	+	59	28249	0,0,0	2	1,1,	0,28189,	8	8
1	12	MN996528	65	28256	MN996528:65-66^28255-28256(+)	0	+	65	28256	0,0,0	2	1,1,	0,28190,	7	8
1	13	MN996528	67	28256	MN996528:67-68^28255-28256(+)	0	+	67	28256	0,0,0	2	1,1,	0,28188,	5	6
1	14	MN996528	60	28248	MN996528:60-61^28247-28248(+)	0	+	60	28248	0,0,0	2	1,1,	0,28187,	4	4
1	15	MN996528	65	28254	MN996528:65-66^28253-28254(+)	0	+	65	28254	0,0,0	2	1,1,	0,28188,	4	4
1	16	MN996528	68	28253	MN996528:68-69^28252-28253(+)	0	+	68	28253	0,0,0	2	1,1,	0,28184,	2	3
1	17	MN996528	65	28258	MN996528:65-66^28257-28258(+)	0	+	65	28258	0,0,0	2	1,1,	0,28192,	2	2
1	18	MN996528	66	28255	MN996528:66-67^28254-28255(+)	0	+	66	28255	0,0,0	2	1,1,	0,28188,	1	2
1	19	MN996528	66	28257	MN996528:66-67^28256-28257(+)	0	+	66	28257	0,0,0	2	1,1,	0,28190,	1	1
1	20	MN996528	69	28256	MN996528:69-70^28255-28256(+)	0	+	69	28256	0,0,0	2	1,1,	0,28186,	1	1
1	21	MN996528	64	28255	MN996528:64-65^28254-28255(+)	0	+	64	28255	0,0,0	2	1,1,	0,28190,	1	1
1	22	MN996528	61	28252	MN996528:61-62^28251-28252(+)	0	+	61	28252	0,0,0	2	1,1,	0,28190,	1	1
1	23	MN996528	70	28252	MN996528:70-71^28251-28252(+)	0	+	70	28252	0,0,0	2	1,1,	0,28181,	1	1
1	24	MN996528	66	28258	MN996528:66-67^28257-28258(+)	0	+	66	28258	0,0,0	2	1,1,	0,28191,	1	1
1	25	MN996528	70	28255	MN996528:70-71^28254-28255(+)	0	+	70	28255	0,0,0	2	1,1,	0,28184,	1	1
2	1	MN996528	64	26467	MN996528:64-65^26466-26467(+)	0	+	64	26467	0,0,0	2	1,1,	0,26402,	2690	134825
2	2	MN996528	67	26471	MN996528:67-68^26470-26471(+)	0	+	67	26471	0,0,0	2	1,1,	0,26403,	55	77
2	3	MN996528	62	26467	MN996528:62-63^26466-26467(+)	0	+	62	26467	0,0,0	2	1,1,	0,26404,	18	25
2	4	MN996528	63	26466	MN996528:63-64^26465-26466(+)	0	+	63	26466	0,0,0	2	1,1,	0,26402,	11	16
2	5	MN996528	61	26464	MN996528:61-62^26463-26464(+)	0	+	61	26464	0,0,0	2	1,1,	0,26402,	8	9
2	6	MN996528	67	26472	MN996528:67-68^26471-26472(+)	0	+	67	26472	0,0,0	2	1,1,	0,26404,	6	6
2	7	MN996528	63	26467	MN996528:63-64^26466-26467(+)	0	+	63	26467	0,0,0	2	1,1,	0,26403,	4	5
2	8	MN996528	64	26468	MN996528:64-65^26467-26468(+)	0	+	64	26468	0,0,0	2	1,1,	0,26403,	2	2
2	9	MN996528	65	26469	MN996528:65-66^26468-26469(+)	0	+	65	26469	0,0,0	2	1,1,	0,26403,	1	1
2	10	MN996528	65	26467	MN996528:65-66^26466-26467(+)	0	+	65	26467	0,0,0	2	1,1,	0,26401,	1	1
2	11	MN996528	67	26473	MN996528:67-68^26472-26473(+)	0	+	67	26473	0,0,0	2	1,1,	0,26405,	1	1
2	12	MN996528	68	26470	MN996528:68-69^26469-26470(+)	0	+	68	26470	0,0,0	2	1,1,	0,26401,	1	1
3	1	MN996528	66	27384	MN996528:66-67^27383-27384(+)	0	+	66	27384	0,0,0	2	1,1,	0,27317,	2564	165975
3	2	MN996528	65	27383	MN996528:65-66^27382-27383(+)	0	+	65	27383	0,0,0	2	1,1,	0,27317,	208	787
3	3	MN996528	67	27386	MN996528:67-68^27385-27386(+)	0	+	67	27386	0,0,0	2	1,1,	0,27318,	74	169
3	4	MN996528	64	27384	MN996528:64-65^27383-27384(+)	0	+	64	27384	0,0,0	2	1,1,	0,27319,	22	31
3	5	MN996528	64	27382	MN996528:64-65^27381-27382(+)	0	+	64	27382	0,0,0	2	1,1,	0,27317,	9	11
3	6	MN996528	66	27383	MN996528:66-67^27382-27383(+)	0	+	66	27383	0,0,0	2	1,1,	0,27316,	7	7
3	7	MN996528	64	27383	MN996528:64-65^27382-27383(+)	0	+	64	27383	0,0,0	2	1,1,	0,27318,	3	3
3	8	MN996528	68	27385	MN996528:68-69^27384-27385(+)	0	+	68	27385	0,0,0	2	1,1,	0,27316,	2	3
3	9	MN996528	67	27387	MN996528:67-68^27386-27387(+)	0	+	67	27387	0,0,0	2	1,1,	0,27319,	2	2
3	10	MN996528	68	27390	MN996528:68-69^27389-27390(+)	0	+	68	27390	0,0,0	2	1,1,	0,27321,	2	2
3	11	MN996528	66	27386	MN996528:66-67^27385-27386(+)	0	+	66	27386	0,0,0	2	1,1,	0,27319,	2	2
3	12	MN996528	71	27384	MN996528:71-72^27383-27384(+)	0	+	71	27384	0,0,0	2	1,1,	0,27312,	1	1
3	13	MN996528	65	27382	MN996528:65-66^27381-27382(+)	0	+	65	27382	0,0,0	2	1,1,	0,27316,	1	1
3	14	MN996528	62	27379	MN996528:62-63^27378-27379(+)	0	+	62	27379	0,0,0	2	1,1,	0,27316,	1	1
3	15	MN996528	72	27386	MN996528:72-73^27385-27386(+)	0	+	72	27386	0,0,0	2	1,1,	0,27313,	1	1
4	1	MN996528	65	21551	MN996528:65-66^21550-21551(+)	0	+	65	21551	0,0,0	2	1,1,	0,21485,	2297	42550
4	2	MN996528	68	21549	MN996528:68-69^21548-21549(+)	0	+	68	21549	0,0,0	2	1,1,	0,21480,	19	25
4	3	MN996528	67	21554	MN996528:67-68^21553-21554(+)	0	+	67	21554	0,0,0	2	1,1,	0,21486,	18	26
4	4	MN996528	63	21551	MN996528:63-64^21550-21551(+)	0	+	63	21551	0,0,0	2	1,1,	0,21487,	5	5
4	5	MN996528	63	21548	MN996528:63-64^21547-21548(+)	0	+	63	21548	0,0,0	2	1,1,	0,21484,	3	4
4	6	MN996528	65	21552	MN996528:65-66^21551-21552(+)	0	+	65	21552	0,0,0	2	1,1,	0,21486,	2	2
4	7	MN996528	63	21549	MN996528:63-64^21548-21549(+)	0	+	63	21549	0,0,0	2	1,1,	0,21485,	2	2
5	1	MN996528	69	27040	MN996528:69-70^27039-27040(+)	0	+	69	27040	0,0,0	2	1,1,	0,26970,	2293	36129
5	2	MN996528	68	27043	MN996528:68-69^27042-27043(+)	0	+	68	27043	0,0,0	2	1,1,	0,26974,	202	344
5	3	MN996528	68	27040	MN996528:68-69^27039-27040(+)	0	+	68	27040	0,0,0	2	1,1,	0,26971,	5	5
5	4	MN996528	68	27039	MN996528:68-69^27038-27039(+)	0	+	68	27039	0,0,0	2	1,1,	0,26970,	1	1
5	5	MN996528	70	27043	MN996528:70-71^27042-27043(+)	0	+	70	27043	0,0,0	2	1,1,	0,26972,	1	1
5	6	MN996528	67	27041	MN996528:67-68^27040-27041(+)	0	+	67	27041	0,0,0	2	1,1,	0,26973,	1	1
5	7	MN996528	72	27037	MN996528:72-73^27036-27037(+)	0	+	72	27037	0,0,0	2	1,1,	0,26964,	1	1
5	8	MN996528	74	27046	MN996528:74-75^27045-27046(+)	0	+	74	27046	0,0,0	2	1,1,	0,26971,	1	1
5	9	MN996528	69	27035	MN996528:69-70^27034-27035(+)	0	+	69	27035	0,0,0	2	1,1,	0,26965,	1	1
5	10	MN996528	74	27039	MN996528:74-75^27038-27039(+)	0	+	74	27039	0,0,0	2	1,1,	0,26964,	1	1
6	1	MN996528	65	27883	MN996528:65-66^27882-27883(+)	0	+	65	27883	0,0,0	2	1,1,	0,27817,	2062	54126
6	2	MN996528	67	27886	MN996528:67-68^27885-27886(+)	0	+	67	27886	0,0,0	2	1,1,	0,27818,	24	31
6	3	MN996528	63	27881	MN996528:63-64^27880-27881(+)	0	+	63	27881	0,0,0	2	1,1,	0,27817,	19	23
6	4	MN996528	63	27883	MN996528:63-64^27882-27883(+)	0	+	63	27883	0,0,0	2	1,1,	0,27819,	8	9
6	5	MN996528	63	27882	MN996528:63-64^27881-27882(+)	0	+	63	27882	0,0,0	2	1,1,	0,27818,	2	2
6	6	MN996528	62	27877	MN996528:62-63^27876-27877(+)	0	+	62	27877	0,0,0	2	1,1,	0,27814,	1	2
6	7	MN996528	62	27879	MN996528:62-63^27878-27879(+)	0	+	62	27879	0,0,0	2	1,1,	0,27816,	1	1
6	8	MN996528	63	27880	MN996528:63-64^27879-27880(+)	0	+	63	27880	0,0,0	2	1,1,	0,27816,	1	1
6	9	MN996528	68	27885	MN996528:68-69^27884-27885(+)	0	+	68	27885	0,0,0	2	1,1,	0,27816,	1	1
7	1	MN996528	69	26236	MN996528:69-70^26235-26236(+)	0	+	69	26236	0,0,0	2	1,1,	0,26166,	1229	13688
7	2	MN996528	68	26236	MN996528:68-69^26235-26236(+)	0	+	68	26236	0,0,0	2	1,1,	0,26167,	6	8
7	3	MN996528	67	26233	MN996528:67-68^26232-26233(+)	0	+	67	26233	0,0,0	2	1,1,	0,26165,	1	1
8	1	MN996528	68	28262	MN996528:68-69^28261-28262(+)	0	+	68	28262	0,0,0	2	1,1,	0,28193,	833	4982
8	2	MN996528	73	28265	MN996528:73-74^28264-28265(+)	0	+	73	28265	0,0,0	2	1,1,	0,28191,	29	43
8	3	MN996528	74	28265	MN996528:74-75^28264-28265(+)	0	+	74	28265	0,0,0	2	1,1,	0,28190,	16	22
8	4	MN996528	67	28265	MN996528:67-68^28264-28265(+)	0	+	67	28265	0,0,0	2	1,1,	0,28197,	13	18
8	5	MN996528	72	28265	MN996528:72-73^28264-28265(+)	0	+	72	28265	0,0,0	2	1,1,	0,28192,	11	13
8	6	MN996528	72	28266	MN996528:72-73^28265-28266(+)	0	+	72	28266	0,0,0	2	1,1,	0,28193,	6	9
8	7	MN996528	67	28261	MN996528:67-68^28260-28261(+)	0	+	67	28261	0,0,0	2	1,1,	0,28193,	6	7
8	8	MN996528	65	28268	MN996528:65-66^28267-28268(+)	0	+	65	28268	0,0,0	2	1,1,	0,28202,	5	7
