1	1	MN996528	64	28254	MN996528:64-65^28253-28254(+)	0	+	64	28254	0,0,0	2	1,1,	0,28189,	5277	1008596
1	2	MN996528	61	28250	MN996528:61-62^28249-28250(+)	0	+	61	28250	0,0,0	2	1,1,	0,28188,	449	1319
1	3	MN996528	63	28253	MN996528:63-64^28252-28253(+)	0	+	63	28253	0,0,0	2	1,1,	0,28189,	297	756
1	4	MN996528	67	28258	MN996528:67-68^28257-28258(+)	0	+	67	28258	0,0,0	2	1,1,	0,28190,	243	546
1	5	MN996528	61	28251	MN996528:61-62^28250-28251(+)	0	+	61	28251	0,0,0	2	1,1,	0,28189,	180	337
1	6	MN996528	62	28254	MN996528:62-63^28253-28254(+)	0	+	62	28254	0,0,0	2	1,1,	0,28191,	120	173
1	7	MN996528	60	28249	MN996528:60-61^28248-28249(+)	0	+	60	28249	0,0,0	2	1,1,	0,28188,	36	50
1	8	MN996528	63	28254	MN996528:63-64^28253-28254(+)	0	+	63	28254	0,0,0	2	1,1,	0,28190,	27	34
1	9	MN996528	67	28259	MN996528:67-68^28258-28259(+)	0	+	67	28259	0,0,0	2	1,1,	0,28191,	16	17
1	10	MN996528	65	28256	MN996528:65-66^28255-28256(+)	0	+	65	28256	0,0,0	2	1,1,	0,28190,	13	14
1	11	MN996528	59	28249	MN996528:59-60^28248-28249(+)	0	+	59	28249	0,0,0	2	1,1,	0,28189,	12	12
1	12	MN996528	68	28257	MN996528:68-69^28256-28257(+)	0	+	68	28257	0,0,0	2	1,1,	0,28188,	11	11
1	13	MN996528	64	28255	MN996528:64-65^28254-28255(+)	0	+	64	28255	0,0,0	2	1,1,	0,28190,	8	8
1	14	MN996528	66	28257	MN996528:66-67^28256-28257(+)	0	+	66	28257	0,0,0	2	1,1,	0,28190,	6	6
1	15	MN996528	60	28248	MN996528:60-61^28247-28248(+)	0	+	60	28248	0,0,0	2	1,1,	0,28187,	5	7
1	16	MN996528	65	28254	MN996528:65-66^28253-28254(+)	0	+	65	28254	0,0,0	2	1,1,	0,28188,	4	6
1	17	MN996528	62	28249	MN996528:62-63^28248-28249(+)	0	+	62	28249	0,0,0	2	1,1,	0,28186,	2	2
1	18	MN996528	70	28255	MN996528:70-71^28254-28255(+)	0	+	70	28255	0,0,0	2	1,1,	0,28184,	2	2
1	19	MN996528	67	28256	MN996528:67-68^28255-28256(+)	0	+	67	28256	0,0,0	2	1,1,	0,28188,	2	2
1	20	MN996528	66	28258	MN996528:66-67^28257-28258(+)	0	+	66	28258	0,0,0	2	1,1,	0,28191,	1	2
1	21	MN996528	66	28260	MN996528:66-67^28259-28260(+)	0	+	66	28260	0,0,0	2	1,1,	0,28193,	1	1
1	22	MN996528	68	28253	MN996528:68-69^28252-28253(+)	0	+	68	28253	0,0,0	2	1,1,	0,28184,	1	1
1	23	MN996528	70	28256	MN996528:70-71^28255-28256(+)	0	+	70	28256	0,0,0	2	1,1,	0,28185,	1	1
1	24	MN996528	59	28251	MN996528:59-60^28250-28251(+)	0	+	59	28251	0,0,0	2	1,1,	0,28191,	1	1
1	25	MN996528	66	28254	MN996528:66-67^28253-28254(+)	0	+	66	28254	0,0,0	2	1,1,	0,28187,	1	1
1	26	MN996528	66	28255	MN996528:66-67^28254-28255(+)	0	+	66	28255	0,0,0	2	1,1,	0,28188,	1	1
1	27	MN996528	67	28248	MN996528:67-68^28247-28248(+)	0	+	67	28248	0,0,0	2	1,1,	0,28180,	1	1
2	1	MN996528	64	26467	MN996528:64-65^26466-26467(+)	0	+	64	26467	0,0,0	2	1,1,	0,26402,	2797	154315
2	2	MN996528	67	26471	MN996528:67-68^26470-26471(+)	0	+	67	26471	0,0,0	2	1,1,	0,26403,	51	78
2	3	MN996528	62	26467	MN996528:62-63^26466-26467(+)	0	+	62	26467	0,0,0	2	1,1,	0,26404,	21	26
2	4	MN996528	63	26466	MN996528:63-64^26465-26466(+)	0	+	63	26466	0,0,0	2	1,1,	0,26402,	9	9
2	5	MN996528	61	26464	MN996528:61-62^26463-26464(+)	0	+	61	26464	0,0,0	2	1,1,	0,26402,	4	5
2	6	MN996528	63	26467	MN996528:63-64^26466-26467(+)	0	+	63	26467	0,0,0	2	1,1,	0,26403,	4	4
2	7	MN996528	67	26472	MN996528:67-68^26471-26472(+)	0	+	67	26472	0,0,0	2	1,1,	0,26404,	2	3
2	8	MN996528	68	26470	MN996528:68-69^26469-26470(+)	0	+	68	26470	0,0,0	2	1,1,	0,26401,	2	2
2	9	MN996528	64	26468	MN996528:64-65^26467-26468(+)	0	+	64	26468	0,0,0	2	1,1,	0,26403,	1	1
2	10	MN996528	65	26467	MN996528:65-66^26466-26467(+)	0	+	65	26467	0,0,0	2	1,1,	0,26401,	1	1
2	11	MN996528	61	26461	MN996528:61-62^26460-26461(+)	0	+	61	26461	0,0,0	2	1,1,	0,26399,	1	1
2	12	MN996528	66	26471	MN996528:66-67^26470-26471(+)	0	+	66	26471	0,0,0	2	1,1,	0,26404,	1	1
3	1	MN996528	66	27384	MN996528:66-67^27383-27384(+)	0	+	66	27384	0,0,0	2	1,1,	0,27317,	2710	169118
3	2	MN996528	65	27383	MN996528:65-66^27382-27383(+)	0	+	65	27383	0,0,0	2	1,1,	0,27317,	220	767
3	3	MN996528	67	27386	MN996528:67-68^27385-27386(+)	0	+	67	27386	0,0,0	2	1,1,	0,27318,	90	195
3	4	MN996528	64	27384	MN996528:64-65^27383-27384(+)	0	+	64	27384	0,0,0	2	1,1,	0,27319,	36	55
3	5	MN996528	64	27382	MN996528:64-65^27381-27382(+)	0	+	64	27382	0,0,0	2	1,1,	0,27317,	9	14
3	6	MN996528	66	27383	MN996528:66-67^27382-27383(+)	0	+	66	27383	0,0,0	2	1,1,	0,27316,	6	7
3	7	MN996528	68	27390	MN996528:68-69^27389-27390(+)	0	+	68	27390	0,0,0	2	1,1,	0,27321,	3	5
3	8	MN996528	64	27383	MN996528:64-65^27382-27383(+)	0	+	64	27383	0,0,0	2	1,1,	0,27318,	3	3
3	9	MN996528	67	27387	MN996528:67-68^27386-27387(+)	0	+	67	27387	0,0,0	2	1,1,	0,27319,	3	3
3	10	MN996528	62	27379	MN996528:62-63^27378-27379(+)	0	+	62	27379	0,0,0	2	1,1,	0,27316,	1	2
3	11	MN996528	66	27386	MN996528:66-67^27385-27386(+)	0	+	66	27386	0,0,0	2	1,1,	0,27319,	1	1
3	12	MN996528	60	27378	MN996528:60-61^27377-27378(+)	0	+	60	27378	0,0,0	2	1,1,	0,27317,	1	1
3	13	MN996528	67	27389	MN996528:67-68^27388-27389(+)	0	+	67	27389	0,0,0	2	1,1,	0,27321,	1	1
3	14	MN996528	68	27389	MN996528:68-69^27388-27389(+)	0	+	68	27389	0,0,0	2	1,1,	0,27320,	1	1
4	1	MN996528	69	27040	MN996528:69-70^27039-27040(+)	0	+	69	27040	0,0,0	2	1,1,	0,26970,	2377	40287
4	2	MN996528	68	27043	MN996528:68-69^27042-27043(+)	0	+	68	27043	0,0,0	2	1,1,	0,26974,	229	383
4	3	MN996528	68	27040	MN996528:68-69^27039-27040(+)	0	+	68	27040	0,0,0	2	1,1,	0,26971,	11	12
4	4	MN996528	68	27039	MN996528:68-69^27038-27039(+)	0	+	68	27039	0,0,0	2	1,1,	0,26970,	2	2
4	5	MN996528	72	27037	MN996528:72-73^27036-27037(+)	0	+	72	27037	0,0,0	2	1,1,	0,26964,	1	1
4	6	MN996528	74	27039	MN996528:74-75^27038-27039(+)	0	+	74	27039	0,0,0	2	1,1,	0,26964,	1	1
5	1	MN996528	65	21551	MN996528:65-66^21550-21551(+)	0	+	65	21551	0,0,0	2	1,1,	0,21485,	2296	40075
5	2	MN996528	67	21554	MN996528:67-68^21553-21554(+)	0	+	67	21554	0,0,0	2	1,1,	0,21486,	16	24
5	3	MN996528	68	21549	MN996528:68-69^21548-21549(+)	0	+	68	21549	0,0,0	2	1,1,	0,21480,	15	18
5	4	MN996528	63	21551	MN996528:63-64^21550-21551(+)	0	+	63	21551	0,0,0	2	1,1,	0,21487,	3	3
5	5	MN996528	63	21548	MN996528:63-64^21547-21548(+)	0	+	63	21548	0,0,0	2	1,1,	0,21484,	2	2
5	6	MN996528	65	21552	MN996528:65-66^21551-21552(+)	0	+	65	21552	0,0,0	2	1,1,	0,21486,	1	1
5	7	MN996528	66	21554	MN996528:66-67^21553-21554(+)	0	+	66	21554	0,0,0	2	1,1,	0,21487,	1	1
5	8	MN996528	68	21553	MN996528:68-69^21552-21553(+)	0	+	68	21553	0,0,0	2	1,1,	0,21484,	1	1
5	9	MN996528	66	21545	MN996528:66-67^21544-21545(+)	0	+	66	21545	0,0,0	2	1,1,	0,21478,	1	1
6	1	MN996528	65	27883	MN996528:65-66^27882-27883(+)	0	+	65	27883	0,0,0	2	1,1,	0,27817,	2198	55163
6	2	MN996528	67	27886	MN996528:67-68^27885-27886(+)	0	+	67	27886	0,0,0	2	1,1,	0,27818,	21	25
6	3	MN996528	63	27881	MN996528:63-64^27880-27881(+)	0	+	63	27881	0,0,0	2	1,1,	0,27817,	8	14
6	4	MN996528	63	27883	MN996528:63-64^27882-27883(+)	0	+	63	27883	0,0,0	2	1,1,	0,27819,	6	8
6	5	MN996528	62	27879	MN996528:62-63^27878-27879(+)	0	+	62	27879	0,0,0	2	1,1,	0,27816,	2	3
6	6	MN996528	63	27882	MN996528:63-64^27881-27882(+)	0	+	63	27882	0,0,0	2	1,1,	0,27818,	2	3
6	7	MN996528	62	27881	MN996528:62-63^27880-27881(+)	0	+	62	27881	0,0,0	2	1,1,	0,27818,	1	1
6	8	MN996528	65	27884	MN996528:65-66^27883-27884(+)	0	+	65	27884	0,0,0	2	1,1,	0,27818,	1	1
6	9	MN996528	69	27879	MN996528:69-70^27878-27879(+)	0	+	69	27879	0,0,0	2	1,1,	0,27809,	1	1
6	10	MN996528	67	27887	MN996528:67-68^27886-27887(+)	0	+	67	27887	0,0,0	2	1,1,	0,27819,	1	1
6	11	MN996528	62	27877	MN996528:62-63^27876-27877(+)	0	+	62	27877	0,0,0	2	1,1,	0,27814,	1	1
6	12	MN996528	68	27885	MN996528:68-69^27884-27885(+)	0	+	68	27885	0,0,0	2	1,1,	0,27816,	1	1
7	1	MN996528	69	26236	MN996528:69-70^26235-26236(+)	0	+	69	26236	0,0,0	2	1,1,	0,26166,	1273	13764
7	2	MN996528	68	26236	MN996528:68-69^26235-26236(+)	0	+	68	26236	0,0,0	2	1,1,	0,26167,	5	5
7	3	MN996528	68	26239	MN996528:68-69^26238-26239(+)	0	+	68	26239	0,0,0	2	1,1,	0,26170,	2	2
7	4	MN996528	69	26238	MN996528:69-70^26237-26238(+)	0	+	69	26238	0,0,0	2	1,1,	0,26168,	1	1
7	5	MN996528	68	26235	MN996528:68-69^26234-26235(+)	0	+	68	26235	0,0,0	2	1,1,	0,26166,	1	1
8	1	MN996528	68	28262	MN996528:68-69^28261-28262(+)	0	+	68	28262	0,0,0	2	1,1,	0,28193,	911	5259
8	2	MN996528	73	28265	MN996528:73-74^28264-28265(+)	0	+	73	28265	0,0,0	2	1,1,	0,28191,	41	52
8	3	MN996528	67	28261	MN996528:67-68^28260-28261(+)	0	+	67	28261	0,0,0	2	1,1,	0,28193,	17	20
8	4	MN996528	72	28265	MN996528:72-73^28264-28265(+)	0	+	72	28265	0,0,0	2	1,1,	0,28192,	16	20
8	5	MN996528	74	28265	MN996528:74-75^28264-28265(+)	0	+	74	28265	0,0,0	2	1,1,	0,28190,	16	18
8	6	MN996528	65	28268	MN996528:65-66^28267-28268(+)	0	+	65	28268	0,0,0	2	1,1,	0,28202,	14	17
8	7	MN996528	67	28265	MN996528:67-68^28264-28265(+)	0	+	67	28265	0,0,0	2	1,1,	0,28197,	14	16
8	8	MN996528	72	28266	MN996528:72-73^28265-28266(+)	0	+	72	28266	0,0,0	2	1,1,	0,28193,	8	9
8	9	MN996528	67	28262	MN996528:67-68^28261-28262(+)	0	+	67	28262	0,0,0	2	1,1,	0,28194,	4	5
8	10	MN996528	71	28257	MN996528:71-72^28256-28257(+)	0	+	71	28257	0,0,0	2	1,1,	0,28185,	2	2
8	11	MN996528	69	28261	MN996528:69-70^28260-28261(+)	0	+	69	28261	0,0,0	2	1,1,	0,28191,	2	2
8	12	MN996528	72	28258	MN996528:72-73^28257-28258(+)	0	+	72	28258	0,0,0	2	1,1,	0,28185,	2	2
8	13	MN996528	70	28262	MN996528:70-71^28261-28262(+)	0	+	70	28262	0,0,0	2	1,1,	0,28191,	1	1
